displayLabel|County|avgIncome:float|error:float|stateCounty
United States - West Virginia - Calhoun County|Calhoun County|26922|2259|WV-Calhoun County
United States - West Virginia - Clay County|Clay County|30789|5522|WV-Clay County
United States - West Virginia - Doddridge County|Doddridge County|30019|3912|WV-Doddridge County
United States - West Virginia - Fayette County|Fayette County|31912|1703|WV-Fayette County
United States - West Virginia - Gilmer County|Gilmer County|29706|5594|WV-Gilmer County
United States - West Virginia - Grant County|Grant County|35593|2877|WV-Grant County
United States - West Virginia - Greenbrier County|Greenbrier County|33732|2184|WV-Greenbrier County
United States - West Virginia - Hampshire County|Hampshire County|31792|1633|WV-Hampshire County
United States - West Virginia - Hancock County|Hancock County|38565|1937|WV-Hancock County
United States - West Virginia - Hardy County|Hardy County|31347|3496|WV-Hardy County
United States - West Virginia - Harrison County|Harrison County|39191|1787|WV-Harrison County
United States - West Virginia - Jackson County|Jackson County|41406|4277|WV-Jackson County
United States - West Virginia - Jefferson County|Jefferson County|65603|3031|WV-Jefferson County
United States - West Virginia - Kanawha County|Kanawha County|42669|783|WV-Kanawha County
United States - West Virginia - Lewis County|Lewis County|33293|1644|WV-Lewis County
United States - West Virginia - Lincoln County|Lincoln County|30868|2439|WV-Lincoln County
United States - West Virginia - Logan County|Logan County|35465|1967|WV-Logan County
United States - West Virginia - McDowell County|McDowell County|22154|1381|WV-McDowell County
United States - West Virginia - Marion County|Marion County|38115|1864|WV-Marion County
United States - West Virginia - Marshall County|Marshall County|34419|1291|WV-Marshall County
United States - West Virginia - Mason County|Mason County|36027|2315|WV-Mason County
United States - West Virginia - Mercer County|Mercer County|32131|1664|WV-Mercer County
United States - West Virginia - Mineral County|Mineral County|36571|2194|WV-Mineral County
United States - West Virginia - Mingo County|Mingo County|32902|4149|WV-Mingo County
United States - West Virginia - Monongalia County|Monongalia County|39167|2040|WV-Monongalia County
United States - West Virginia - Monroe County|Monroe County|39574|4451|WV-Monroe County
United States - West Virginia - Morgan County|Morgan County|37281|2632|WV-Morgan County
United States - West Virginia - Nicholas County|Nicholas County|38457|3514|WV-Nicholas County
United States - West Virginia - Ohio County|Ohio County|39669|1969|WV-Ohio County
United States - West Virginia - Pendleton County|Pendleton County|33323|4260|WV-Pendleton County
United States - West Virginia - Pleasants County|Pleasants County|38882|9991|WV-Pleasants County
United States - West Virginia - Pocahontas County|Pocahontas County|32161|2046|WV-Pocahontas County
United States - West Virginia - Preston County|Preston County|40753|2060|WV-Preston County
United States - West Virginia - Putnam County|Putnam County|52618|2040|WV-Putnam County
United States - West Virginia - Raleigh County|Raleigh County|38036|1917|WV-Raleigh County
United States - West Virginia - Randolph County|Randolph County|36176|2271|WV-Randolph County
United States - West Virginia - Ritchie County|Ritchie County|32619|3887|WV-Ritchie County
United States - West Virginia - Roane County|Roane County|27428|2372|WV-Roane County
United States - West Virginia - Summers County|Summers County|27720|1998|WV-Summers County
United States - West Virginia - Taylor County|Taylor County|36956|3388|WV-Taylor County
United States - West Virginia - Tucker County|Tucker County|32712|4079|WV-Tucker County
United States - West Virginia - Tyler County|Tyler County|33496|2885|WV-Tyler County
United States - West Virginia - Upshur County|Upshur County|36114|2464|WV-Upshur County
United States - West Virginia - Wayne County|Wayne County|35079|2000|WV-Wayne County
United States - West Virginia - Webster County|Webster County|28025|4227|WV-Webster County
United States - West Virginia - Wetzel County|Wetzel County|36636|2803|WV-Wetzel County
United States - West Virginia - Wirt County|Wirt County|36705|10909|WV-Wirt County
United States - West Virginia - Wood County|Wood County|42146|1781|WV-Wood County
United States - West Virginia - Wyoming County|Wyoming County|36343|2859|WV-Wyoming County
United States - Wisconsin|Wisconsin|51598|143|WI-Wisconsin
United States - Wisconsin - Adams County|Adams County|39885|1267|WI-Adams County
United States - Wisconsin - Ashland County|Ashland County|38111|1610|WI-Ashland County
United States - Wisconsin - Barron County|Barron County|42601|1405|WI-Barron County
United States - Wisconsin - Bayfield County|Bayfield County|43176|1879|WI-Bayfield County
United States - Wisconsin - Brown County|Brown County|52553|900|WI-Brown County
United States - Wisconsin - Buffalo County|Buffalo County|45302|1547|WI-Buffalo County
United States - Wisconsin - Burnett County|Burnett County|39626|1298|WI-Burnett County
United States - Wisconsin - Calumet County|Calumet County|61685|1553|WI-Calumet County
United States - Wisconsin - Chippewa County|Chippewa County|48672|1612|WI-Chippewa County
United States - Wisconsin - Clark County|Clark County|42777|1044|WI-Clark County
United States - Wisconsin - Columbia County|Columbia County|55910|1483|WI-Columbia County
United States - Wisconsin - Crawford County|Crawford County|39486|1837|WI-Crawford County
United States - Wisconsin - Dane County|Dane County|60519|756|WI-Dane County
United States - Wisconsin - Dodge County|Dodge County|52571|1188|WI-Dodge County
United States - Wisconsin - Door County|Door County|47775|2291|WI-Door County
United States - Wisconsin - Douglas County|Douglas County|43127|1616|WI-Douglas County
United States - Wisconsin - Dunn County|Dunn County|48376|1845|WI-Dunn County
United States - Wisconsin - Eau Claire County|Eau Claire County|45846|1400|WI-Eau Claire County
United States - Wisconsin - Florence County|Florence County|40180|2802|WI-Florence County
United States - Wisconsin - Fond du Lac County|Fond du Lac County|51549|981|WI-Fond du Lac County
United States - Wisconsin - Forest County|Forest County|37627|1594|WI-Forest County
United States - Wisconsin - Grant County|Grant County|43889|1054|WI-Grant County
United States - Wisconsin - Green County|Green County|53088|1710|WI-Green County
United States - Wisconsin - Green Lake County|Green Lake County|47624|1972|WI-Green Lake County
United States - Wisconsin - Iowa County|Iowa County|54737|1783|WI-Iowa County
United States - Wisconsin - Iron County|Iron County|35618|2608|WI-Iron County
United States - Wisconsin - Jackson County|Jackson County|43191|2957|WI-Jackson County
United States - Wisconsin - Jefferson County|Jefferson County|54769|1175|WI-Jefferson County
United States - Wisconsin - Juneau County|Juneau County|45664|1384|WI-Juneau County
United States - Wisconsin - Kenosha County|Kenosha County|54430|1321|WI-Kenosha County
United States - Wisconsin - Kewaunee County|Kewaunee County|54152|2726|WI-Kewaunee County
United States - Wisconsin - La Crosse County|La Crosse County|49328|1288|WI-La Crosse County
United States - Wisconsin - Lafayette County|Lafayette County|48114|1792|WI-Lafayette County
United States - Wisconsin - Langlade County|Langlade County|41034|1318|WI-Langlade County
United States - Wisconsin - Lincoln County|Lincoln County|46625|2469|WI-Lincoln County
United States - Wisconsin - Manitowoc County|Manitowoc County|49354|1115|WI-Manitowoc County
United States - Wisconsin - Marathon County|Marathon County|53471|1379|WI-Marathon County
United States - Wisconsin - Marinette County|Marinette County|39698|1100|WI-Marinette County
United States - Wisconsin - Marquette County|Marquette County|45012|1656|WI-Marquette County
United States - Wisconsin - Menominee County|Menominee County|31076|6623|WI-Menominee County
United States - Wisconsin - Milwaukee County|Milwaukee County|43215|551|WI-Milwaukee County
United States - Wisconsin - Monroe County|Monroe County|47333|1718|WI-Monroe County
United States - Wisconsin - Oconto County|Oconto County|46633|1636|WI-Oconto County
United States - Wisconsin - Oneida County|Oneida County|45857|1279|WI-Oneida County
United States - Wisconsin - Outagamie County|Outagamie County|55914|934|WI-Outagamie County
United States - Wisconsin - Ozaukee County|Ozaukee County|74996|2122|WI-Ozaukee County
United States - Wisconsin - Pepin County|Pepin County|48446|3089|WI-Pepin County
United States - Wisconsin - Pierce County|Pierce County|60181|1543|WI-Pierce County
United States - Wisconsin - Polk County|Polk County|49806|1283|WI-Polk County
United States - Wisconsin - Portage County|Portage County|51456|1237|WI-Portage County
United States - Wisconsin - Price County|Price County|41026|1452|WI-Price County
United States - Wisconsin - Racine County|Racine County|53855|1161|WI-Racine County
United States - Wisconsin - Richland County|Richland County|43900|1695|WI-Richland County
United States - Wisconsin - Rock County|Rock County|49716|1241|WI-Rock County
United States - Wisconsin - Rusk County|Rusk County|38352|1279|WI-Rusk County
United States - Wisconsin - St. Croix County|St. Croix County|67446|1481|WI-St. Croix County
United States - Wisconsin - Sauk County|Sauk County|50390|1342|WI-Sauk County
United States - Wisconsin - Sawyer County|Sawyer County|37091|1879|WI-Sawyer County
United States - Wisconsin - Shawano County|Shawano County|45841|1270|WI-Shawano County
United States - Wisconsin - Sheboygan County|Sheboygan County|51127|1076|WI-Sheboygan County
United States - Wisconsin - Taylor County|Taylor County|44489|1253|WI-Taylor County
United States - Wisconsin - Trempealeau County|Trempealeau County|46582|1279|WI-Trempealeau County
United States - Wisconsin - Vernon County|Vernon County|43632|1985|WI-Vernon County
United States - Wisconsin - Vilas County|Vilas County|41631|2019|WI-Vilas County
United States - Wisconsin - Walworth County|Walworth County|54487|1343|WI-Walworth County
United States - Wisconsin - Washburn County|Washburn County|41641|3045|WI-Washburn County
United States - Wisconsin - Washington County|Washington County|64434|1613|WI-Washington County
United States - Wisconsin - Waukesha County|Waukesha County|75064|738|WI-Waukesha County
United States - Wisconsin - Waupaca County|Waupaca County|46876|1630|WI-Waupaca County
United States - Wisconsin - Waushara County|Waushara County|42540|1664|WI-Waushara County
United States - Wisconsin - Winnebago County|Winnebago County|50974|859|WI-Winnebago County
United States - Wisconsin - Wood County|Wood County|47204|1261|WI-Wood County
United States - Wyoming|Wyoming|53802|688|WY-Wyoming
United States - Wyoming - Albany County|Albany County|42890|3092|WY-Albany County
United States - Wyoming - Big Horn County|Big Horn County|48270|4039|WY-Big Horn County
United States - Wyoming - Campbell County|Campbell County|76576|3128|WY-Campbell County
